inputs,label
"[0.049836005477850165, 0.14977181076765655, 0.033107084869854, 0.07981195770079819, 0.02915568588605838, 0.010746482615882402, 0.02434234555966497, 0.056545564987570365, 0.033823309075427244, 0.04309285007259317, 0.13900661561742478, 0.01645918378481387, 0.07581273675924617, 0.01448503211559402, 0.04766006567462844, 0.01096841801642058, 0.02083744532449111, 0.02409776217940396, 0.020067623788225783, 0.003529411764705892, 0.3185185185185186, 0.17686274509803923]",1
"[0.0062386573653884225, 0.02274475992680891, 0.012377642092431529, 0.013322248106517304, 0.0649733036038283, 0.01788631071113647, 0.006556447227855866, 0.025032027056891393, 0.012093567229478602, 0.09109109431205903, 0.0011837149851675333, 0.022064013512324968, 0.0025629549381702837, 0.1863844359149901, 0.023086214271177075, 0.058113801252329914, 0.1728927063323226, 0.059112304620392755, 0.05949293475591748, 0.0454901960784313, 0.16993464052287582, 0.10901960784313725]",1
"[0.05591492926431946, 0.042603996990805804, 0.007808638185638178, 0.01681111204095359, 0.03490748795875259, 0.020083811119134237, 0.06022895367106296, 0.048229632360315855, 0.0071481828467294395, 0.10357081893297454, 0.03252242605462588, 0.004759550954156394, 0.04583373404635012, 0.01933577259373364, 0.103292217081073, 0.020246266570073113, 0.020271524901472576, 0.05770962278092986, 0.05707772137987037, 0.11529411764705882, 0.28104575163398704, 0.14117647058823524]",1
"[0.06991229277729419, 0.022449426972192432, 0.036793208653098486, 0.03992001449378274, 0.08408766495429221, 0.027004042556862368, 0.05976731391075174, 0.02740155597842009, 0.021184932940326473, 0.07017160881131201, 0.03458660776041704, 0.008626104350060282, 0.012600419956636383, 0.07119237948419073, 0.0008615624623883322, 0.061381102435603144, 0.13527400134302436, 0.06606728847340414, 0.06419254863013724, 0.11686274509803918, 0.0017429193899781148, 0.0490196078431373]",1
"[0.08386835351749272, 0.13234880327330245, 0.004587631218255478, 0.050788754961891586, 0.014803971159407237, 0.0016212100928731377, 0.019141858837758097, 0.038789245640387465, 0.05666600211404729, 0.08620289738205122, 0.04328477350899171, 0.05055684042389258, 0.003159632923995681, 0.06084291241873309, 0.0017228527237715396, 0.061860082884994005, 0.14426092137634544, 0.030602566461056663, 0.023728129822176675, 0.11019607843137258, 0.1856209150326797, 0.23215686274509795]",1
"[0.023596118985092063, 0.10391610788258387, 0.009268703665946204, 0.04637443447154033, 0.015079598506946179, 0.0020875033442891155, 0.03689286057058028, 0.012925496452853985, 0.044441326429182526, 0.027934346262114995, 0.007276226595122198, 0.05533242266206212, 0.027756184362500574, 0.008977354981985868, 0.03738388014595573, 0.054246844189585045, 0.1166547163408397, 0.0406082000364532, 0.031850081281796866, 0.01803921568627459, 0.13115468409586045, 0.09137254901960778]",1
"[0.025223219644153028, 0.07870041973499131, 0.02284623598439653, 0.042398995423315156, 0.06932307292085393, 0.029752307699276476, 0.04016058798400324, 0.026100380291687264, 0.029887810964459277, 0.016150780649546892, 0.04205391474647868, 0.03599763030495057, 0.05993404780467029, 0.00898981131298763, 0.0034209050594120605, 0.01617631252848009, 0.004172800099742371, 0.019623438920839148, 0.011936778968284073, 0.16000000000000003, 0.183442265795207, 0.17627450980392162]",1
"[0.010838880731116718, 0.05426604727604861, 0.012421690752071363, 0.029034724446925925, 0.0938430198546939, 0.028464915132215468, 0.010771996330983358, 0.004118899133855741, 0.0019071672518228278, 0.028700535358365864, 0.04265696180432106, 0.037347429651750835, 0.006182575626702838, 0.13148029711893133, 0.004818553040790818, 0.04767672417071908, 0.07608444979430676, 0.042798863251747685, 0.048863101567921924, 0.0219607843137255, 0.06710239651416117, 0.10196078431372557]",1
"[0.0008390064246467377, 0.012658844895539895, 0.010729520150720179, 0.008311817460329052, 0.0876556580867256, 0.014135065051157997, 0.0008141078464893869, 0.01132475341332112, 0.006994518114105175, 0.05954668658153911, 0.021615348453249666, 0.017440333156417673, 0.010747610297939317, 0.13110985159702762, 0.01124744576546774, 0.024295193315261657, 0.0737090002604493, 0.014273961972340876, 0.021116236936414123, 0.05568627450980401, 0.0030501089324617148, 0.05647058823529422]",1
"[0.06895329868928574, 0.06417353829190453, 0.01790890179254709, 0.03235574260144422, 0.04205110689150077, 0.03725414653054973, 0.03501695166595176, 0.01346003685074848, 0.02050241705468689, 0.039320692508982014, 0.04803567677436517, 0.060110191100689936, 0.01785335477305179, 0.02748721731739169, 0.03149981995175638, 0.003276092168154443, 0.0061476289069469225, 0.02009163717930297, 0.016581812940808877, 0.09529411764705881, 0.0980392156862745, 0.07000000000000012]",1
"[0.03368741010896431, 0.10294835603100744, 0.0054773527458711335, 0.020001807905703994, 0.15191114257907923, 0.018412441414100034, 0.013103038674588063, 0.027975838908643913, 0.004282245447082833, 0.0127277426386605, 0.05596492438121932, 0.05124136205703064, 0.01135800358363069, 0.10709789956772554, 0.020828018862151243, 0.048235320503748375, 0.044962144093641465, 0.006219517860944199, 0.0028370290853086955, 0.03647058823529403, 0.14074074074074072, 0.007058823529411673]",1
"[0.12092775352960558, 0.06703075389749635, 0.015960613632606674, 0.018275329734789236, 0.05612792069521938, 0.0020797653158795837, 0.032095068776396896, 0.02715532577854421, 0.05751945073458892, 0.06603406819807517, 0.06277011341485471, 0.09102321930770324, 0.02132779451347533, 0.004316129449780229, 0.03022115471748979, 0.03461570494901335, 0.05962402870333189, 0.045341785713874094, 0.05778867268099985, 0.06078431372549015, 0.0117647058823529, 0.006862745098039247]",1
"[0.013179547960121163, 0.002684932750402491, 0.010372486488644528, 0.011109774638031533, 0.01222433272666279, 0.05725330507643819, 0.07260494647107751, 0.02427551623040769, 0.0644651455931663, 0.03281508539854544, 0.006638240770659387, 0.026773128064252333, 0.03615778271413199, 0.026811431670706695, 0.07513057873774984, 0.005722959295390198, 0.037346833521729184, 0.029671822485500418, 0.027981231009085603, 0.3274509803921569, 0.22962962962962968, 0.32019607843137254]",1
"[0.09078973190983658, 0.0659582527412445, 0.02023703311280267, 0.0012460458671940122, 0.002685701118810002, 0.03718906048165532, 0.06059916198190973, 0.02663887922320951, 0.055219306432845644, 0.010185363452076823, 0.058503280931853904, 0.07443038462949583, 0.03445008693854679, 0.007072460271934859, 0.059644190243435896, 0.01786219671748901, 0.047561615634783005, 0.047870365344666155, 0.029081592816600554, 0.05372549019607836, 0.02265795206971677, 0.11941176470588233]",1
"[0.10984684544844478, 0.05910331868418639, 0.02473853301036527, 0.005649801252554876, 0.016679350588479858, 0.042196120458722175, 0.05556595659638652, 0.022194902566008784, 0.05539920616603658, 0.00151051287711651, 0.02073836254102729, 0.08760211716343827, 0.05702301370098464, 0.0349266584512688, 0.07664999330636688, 0.023452128342419526, 0.09264833708714224, 0.02148213654665672, 0.02119900753653299, 0.21294117647058827, 0.12069716775599132, 0.2952941176470588]",1
"[0.027197718658183823, 0.03806797945549922, 0.007230152071643403, 0.008599593256263333, 0.021574842295056018, 0.0018203833380884549, 0.014347984681816084, 0.038121202458178266, 0.009106757701207502, 0.025566643999102245, 0.011071010148396065, 0.02435697948540627, 0.018160343026896036, 0.010851648242132047, 0.04971763964997761, 0.0004080210844257526, 0.02298369646787289, 0.005220406380749221, 0.009748336123331008, 0.2364705882352941, 0.08540305010893245, 0.10156862745098028]",1
"[0.015312390554786282, 0.01710622410201834, 0.001445703058909481, 0.012375693388837677, 0.16992866610464602, 0.03661595466141401, 0.068441562668895, 0.027613008967839525, 0.011878380028849056, 0.016077524015182365, 0.014993078501449708, 0.029916836599335944, 0.04709090757388898, 0.0846877517502365, 0.04335270819507786, 0.06194607067715466, 0.0888192644094212, 0.04150968729723094, 0.03986343842474842, 0.22862745098039217, 0.11764705882352944, 0.15000000000000002]",1
